Pipeline,Accuracy,Sensitivity (TPR),Specificity (TNR),PPV (Precision),NPV,F1 Score,ROC AUC
Radiomic_Model,0.7276887871853547,0.6341463414634146,0.7492957746478873,0.36879432624113473,0.8986486486486487,0.4663677130044843,0.7684644452078324
