Pipeline,Accuracy,Sensitivity (TPR),Specificity (TNR),PPV (Precision),NPV,F1 Score,ROC AUC
Clinical_Model,0.6590389016018307,0.573170731707317,0.6788732394366197,0.2919254658385093,0.8731884057971014,0.3868312757201646,0.6705427688079698
