Pipeline,Accuracy,Sensitivity (TPR),Specificity (TNR),PPV (Precision),NPV,F1 Score,ROC AUC
Combined_Model,0.7414187643020596,0.6951219512195121,0.752112676056338,0.3931034482758621,0.9143835616438356,0.5022026431718062,0.7830642390930951
